Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
fffe3600320038003100,Ronald Newlon,0.38,22.0,7.0,6166.0,Bronze,31.55,75.13,No,No,Yes,,No,Working Class,No,06/08/17,06/08/17,"East Tonyaland, DE 34560",707.64
fffe3400320038003100,Linda Pugh,0.19,,7.0,126928.0,Stone,87.62,26.96,No,No,No,Waterways,No,Working Class,No,02/15/17,02/13/17,"Lake Matthew, AR 77876",582.17
fffe3400340031003400,Barbara Wescott,0.71,27.0,,11101.0,,11.26,66.31,Yes,No,Yes,Airways,No,Working Class,No,03/24/16,03/24/16,"Youngborough, SC 72699",1597.72
fffe3700320038003700,Margaret Payton,0.39,50.0,8.0,609.0,Wood,5.94,19.22,No,Yes,No,Airways,No,Wealthy,Yes,11/28/18,11/24/18,FPO AP 76983,314.84
fffe3400370032003900,Claire Warner,0.44,3.0,3.0,222.0,Marble,3.29,13.2,Yes,No,No,,No,Working Class,Yes,01/21/18,01/22/18,"Port Samantha, IA 43882",193.13
fffe3900320036003800,Jonathan Anderson,0.75,34.0,17.0,778.0,Wood,6.73,22.48,No,No,No,Roadways,No,Working Class,Yes,04/03/15,04/04/15,"Morganfurt, IA 96432",723.91
fffe3400370035003200,Paul Takaki,0.56,35.0,,2854.0,Aluminium,4.27,23.99,No,No,No,Roadways,No,Working Class,,12/16/15,12/12/15,"Port Kathleen, RI 95525",449.73
fffe3500300038003700,Vincenza Ford,0.3,,16.0,1658590.0,Marble,4132.33,31.67,No,No,No,Roadways,No,Working Class,No,01/18/16,01/18/16,"Washingtonbury, AR 89023",11550.72
fffe3200360036003900,Bruce Wojciak,0.23,19.0,8.0,,Wood,6.01,11.77,Yes,No,No,,No,Wealthy,No,04/04/15,04/01/15,"Bethanychester, NH 88237",149.57
fffe3400350031003700,Rebecca Sheehan,0.98,18.0,6.0,,Brass,26.5,62.12,No,No,No,,No,Working Class,No,12/26/18,12/30/18,"Rayberg, AZ 31817",1480.39
fffe3700340030003200,Andrea Garcia,0.72,8.0,4.0,4796.0,Marble,27.44,19.42,No,Yes,No,Roadways,No,Working Class,No,01/26/16,01/26/16,"Jeffreyside, WI 41592",378.63
fffe3600370033003500,Robert Williams,0.25,14.0,8.0,118734.0,Stone,411.16,95.59,No,Yes,No,Airways,No,Working Class,No,12/24/18,12/25/18,"Belindahaven, VA 49195",1944.14
fffe3500360034003500,Eric Silva,0.78,21.0,9.0,11595.0,Brass,27.56,91.57,No,No,Yes,Airways,No,Working Class,Yes,08/24/18,08/22/18,"South Barbara, WI 36071",2309.11
fffe3500350039003300,Leon Dean,,11.0,8.0,39491.0,,190.38,45.83,Yes,No,No,Airways,No,Working Class,No,02/27/17,02/28/17,"West Maxwellfort, SC 74135",720.74
fffe3700300035003400,Diane Meader,0.3,31.0,17.0,2879.0,Aluminium,7.78,15.71,No,No,Yes,Roadways,No,Working Class,No,03/27/18,03/25/18,FPO AA 41008,253.98
fffe3500370035003500,Mistie Robinson,0.62,34.0,16.0,683.0,Wood,6.6,10.83,No,Yes,Yes,,No,Working Class,,05/25/16,05/28/16,"Lake Marco, NY 48827",393.44
fffe3100300030003300,Linda Gomez,,,,,,3.43,19.61,Yes,No,No,Waterways,No,Working Class,No,04/06/18,04/08/18,"Roberttown, MD 20813",149.4
fffe3400350038003400,Evelyn Gilbert,0.88,,13.0,6921.0,Clay,40.14,86.94,Yes,Yes,Yes,Airways,Yes,Wealthy,No,05/15/16,05/12/16,"Johnsonside, IN 58494",5897.0
fffe3700310030003900,Jillian Hicks,0.66,33.0,8.0,558197.0,Stone,1139.14,34.93,No,No,Yes,Roadways,No,Working Class,No,08/15/15,08/16/15,"Garzamouth, MT 88957",-5147.2
fffe3600330035003800,Corey Johnson,0.59,10.0,4.0,,Stone,33.3,60.32,Yes,Yes,Yes,,No,Working Class,Yes,11/15/17,11/11/17,"Morrisonbury, WY 17724",1040.19
fffe3800360032003200,Pierre Corda,0.75,7.0,5.0,2845.0,Marble,13.96,19.46,Yes,No,No,Roadways,No,Wealthy,No,12/19/15,12/21/15,"Jamesport, TN 03864",386.26
fffe3300390035003000,Lindsay Lacey,0.59,45.0,,4519.0,Aluminium,10.81,13.98,No,No,Yes,Waterways,No,Working Class,No,08/29/17,08/26/17,"Alexanderville, WI 47328",440.42
fffe3500380037003100,Mae Bedard,0.14,,8.0,2496.0,Bronze,6.83,15.86,Yes,No,No,Airways,No,Working Class,No,04/15/16,04/17/16,"Charlesmouth, ID 21852",-164.1
fffe3600390039003900,Julia Hafferkamp,0.64,29.0,22.0,94774.0,Brass,517.01,75.64,No,Yes,No,Airways,No,Wealthy,No,05/27/18,05/30/18,"Youngburgh, AR 20345",7884.16
fffe3600310035003700,Rachael Grill,0.32,44.0,16.0,13813.0,,44.6,26.62,No,Yes,No,Airways,Yes,Wealthy,No,05/16/18,05/13/18,"South Felicia, IN 98613",800.98
fffe3600360032003100,Clair Sanders,0.55,33.0,7.0,8990.0,Bronze,15.24,96.17,Yes,No,Yes,Waterways,No,Working Class,No,09/19/18,09/16/18,"New Melissafort, FL 90618",1436.39
fffe3900380031003800,Luis Barker,0.22,4.0,4.0,274.0,Brass,6.52,17.61,Yes,No,No,Waterways,No,Working Class,Yes,10/15/15,10/16/15,"Moraleschester, SD 65354",174.61
fffe3500300035003300,Tanya Knox,,27.0,11.0,14810.0,Brass,32.92,92.78,Yes,Yes,No,Airways,No,Working Class,No,03/04/15,03/04/15,"Lake Annton, DE 67633",965.19
fffe3600300035003200,Don Webb,0.78,26.0,11.0,2722.0,Clay,22.54,23.66,No,No,Yes,,Yes,Wealthy,No,03/21/19,03/23/19,"East Nathan, TN 68517",817.19
fffe3900380039003300,Ernesto Sweet,0.24,23.0,14.0,7548.0,Bronze,21.82,90.72,Yes,No,No,Waterways,No,Wealthy,Yes,01/08/17,01/08/17,"Lake Edward, SC 06542",691.24
fffe3400370035003400,Gail Hemenway,0.31,45.0,,18432.0,Clay,73.87,47.01,No,Yes,Yes,,Yes,Wealthy,Yes,09/15/15,09/13/15,"East Tina, NY 36919",1582.44
fffe360036003100,Marsha Sanders,0.27,37.0,14.0,19703.0,Bronze,55.97,27.13,No,No,No,Airways,No,Working Class,No,01/06/17,01/10/17,"North Loribury, IA 93311",410.61
fffe3800350039003400,Richard Parker,0.39,40.0,16.0,2411058.0,Marble,7194.69,61.12,No,Yes,No,Roadways,Yes,Working Class,No,10/20/15,10/17/15,"Matthewstad, MI 39735",88371.54
fffe3800320037003800,Eric Cain,0.67,8.0,5.0,716.0,Bronze,3.65,11.57,Yes,Yes,Yes,Airways,No,Wealthy,No,07/29/17,07/26/17,"West Vicki, RI 29445",302.45
fffe3300380036003400,Mildred Parr,0.45,10.0,5.0,58.0,Wood,6.55,24.06,Yes,No,Yes,,No,Working Class,Yes,03/29/18,03/25/18,"Timstad, WI 13713",-319.68
fffe340039003300,Allan Barboza,0.3,39.0,10.0,,,7.05,20.68,No,No,Yes,Waterways,No,Working Class,No,01/23/18,01/27/18,"Sandersstad, MN 01186",228.55
fffe360032003400,Mark Murphy,0.9,16.0,6.0,2176.0,Bronze,4.29,20.0,Yes,No,No,Waterways,No,Working Class,Yes,03/05/19,03/08/19,"New Kennethfort, WA 81122",506.45
fffe3800380036003200,Amanda Otto,0.28,5.0,5.0,1794.0,Marble,4.12,15.71,Yes,No,Yes,Airways,No,Working Class,No,09/26/17,09/26/17,APO AE 41288,232.22
fffe3100340034003500,Gustavo Gilyard,0.89,9.0,5.0,112.0,Wood,5.87,16.55,No,No,No,,No,Working Class,Yes,11/17/15,11/13/15,DPO AA 57847,415.22
fffe320034003500,Norman Scarborough,0.74,,14.0,902.0,Wood,6.35,23.74,No,No,Yes,Roadways,No,Working Class,No,03/19/17,03/20/17,"Johnsonview, RI 69102",728.52
fffe3300360034003400,Jeremy Hall,0.5,26.0,17.0,1280524.0,Marble,2681.22,46.61,Yes,No,No,Airways,No,Wealthy,No,11/03/16,11/03/16,"New Brianberg, WY 50320",10507.3
fffe3600340036003900,Stephen Ulrich,0.2,14.0,7.0,129.0,,3.74,22.03,No,Yes,No,Roadways,No,Wealthy,No,05/14/16,05/13/16,"Barbarastad, TN 11917",170.33
fffe3900320030003100,Ruben Hughes,0.09,20.0,7.0,564.0,Aluminium,4.2,18.25,Yes,No,No,Airways,No,Wealthy,No,01/22/16,01/21/16,"Port Stevestad, MO 36332",161.69
fffe3400320039003700,Linda Merrill,0.79,24.0,19.0,890596.0,Marble,4723.58,57.37,Yes,No,Yes,Waterways,No,Working Class,,06/17/17,06/21/17,"West Amy, CT 95143",37869.02
fffe3200380031003400,Kathryn Race,0.48,,32.0,36339.0,Clay,17.92,99.19,No,No,No,Roadways,Yes,Working Class,No,12/09/17,12/08/17,APO AA 56053,1810.51
fffe3800360031003800,Wendy Adens,0.31,14.0,8.0,232.0,Wood,4.89,15.19,Yes,No,Yes,Waterways,No,Working Class,No,04/15/17,04/11/17,"Latoyafort, AL 27517",178.91
fffe3700300037003500,James Forman,0.57,34.0,11.0,12986.0,Brass,29.53,78.81,No,No,No,Airways,No,Working Class,Yes,05/19/16,05/15/16,"Lindabury, DE 46966",1495.94
fffe3600300039003700,Betty Dellano,0.52,33.0,,83445.0,Brass,335.83,90.89,Yes,No,No,Waterways,No,Working Class,No,03/08/15,03/09/15,FPO AP 39980,2121.09
fffe3900350036003700,Jeremy Haar,0.48,15.0,6.0,3357.0,Brass,10.93,10.91,Yes,Yes,No,Airways,No,Working Class,No,03/18/19,03/16/19,"East Alicia, RI 64915",304.44
fffe3200360036003600,Dorothy Williamson,0.17,,7.0,29233.0,Stone,73.91,72.07,Yes,No,Yes,Waterways,No,Working Class,No,07/21/16,07/24/16,"Livingstonchester, NH 74257",596.28
fffe3900320036003400,Anthony Savage,0.39,3.0,2.0,4.0,Aluminium,3.13,14.53,No,No,Yes,Waterways,No,Working Class,No,01/26/15,01/26/15,"Brandonshire, CO 98358",125.39
fffe3600300030003700,Amanda Wilkerson,0.24,34.0,11.0,1990.0,,5.72,10.76,Yes,No,No,Airways,No,Wealthy,Yes,05/03/17,04/29/17,"Lake Samanthahaven, NE 35695",202.2
fffe3100320039003900,Lawrence Peltz,,38.0,15.0,1997294.0,,7771.15,89.46,No,Yes,No,Airways,Yes,Working Class,No,02/28/19,02/28/19,"Port Hectormouth, OR 99839",39962.71
fffe3400380033003400,Mary Clemens,,30.0,7.0,,Aluminium,6.07,20.88,Yes,No,Yes,,No,Working Class,Yes,04/05/17,04/05/17,"Orozcochester, VA 89243",-560.19
fffe3900330036003400,Shirley Freeze,0.2,13.0,8.0,91912.0,Stone,196.69,74.79,Yes,No,Yes,Roadways,No,Wealthy,No,12/23/17,12/23/17,"South Brent, NH 59318",1068.28
fffe3900330031003700,Samantha Obannon,0.11,15.0,7.0,2327.0,Brass,5.79,11.93,Yes,Yes,No,Airways,No,Wealthy,No,08/15/17,08/18/17,"Danielleport, WV 78559",180.55
fffe310035003700,Alexander Harritt,0.26,21.0,7.0,1008.0,,3.08,22.59,No,Yes,No,Airways,Yes,Working Class,No,06/13/19,06/17/19,"Robertland, TX 30655",192.92
fffe3900350032003300,Monica Sabatino,0.69,32.0,7.0,169582.0,Marble,668.14,56.57,No,No,Yes,Roadways,No,Working Class,Yes,03/23/16,03/23/16,"Jeremiahville, VA 50381",12545.45
fffe3700360037003400,Barbara Wells,0.04,18.0,9.0,538.0,Aluminium,3.66,11.86,No,Yes,No,Airways,No,Working Class,No,03/13/19,03/12/19,"Hoffmanmouth, FL 22235",111.11
fffe390035003000,Gavin Porter,0.39,41.0,23.0,4341915.0,,1933.11,34.73,Yes,No,Yes,Waterways,Yes,Working Class,No,02/18/18,02/16/18,"Spencerton, IA 88569",4914.53
fffe3400330035003800,Joyce Heppner,0.1,7.0,5.0,2666.0,,5.12,14.13,Yes,Yes,No,,No,Wealthy,No,06/07/19,06/07/19,"Dorothyburgh, MO 72192",-226.23
fffe3300370036003900,Lilly Turner,0.29,,10.0,220.0,Wood,5.9,18.93,Yes,No,No,Waterways,No,Working Class,Yes,03/11/16,03/12/16,FPO AP 55183,177.52
fffe3500350038003000,William Nicholson,0.35,19.0,14.0,545.0,Wood,3.84,23.28,Yes,No,No,Waterways,No,Working Class,No,06/22/15,06/22/15,"Molinafort, OK 61236",215.61
fffe3400350033003000,Thomas Gilchrest,0.3,11.0,7.0,415.0,,3.01,20.41,Yes,Yes,No,Airways,Yes,Working Class,No,07/24/17,07/27/17,"Gilbertport, CT 50231",191.6
fffe3700310035003700,Rashida Lichlyter,0.29,25.0,8.0,16244.0,Brass,72.05,66.69,No,No,Yes,Waterways,No,Wealthy,Yes,04/30/19,04/27/19,"Morganstad, MO 07780",1031.42
fffe3800340031003300,Vicky Avant,0.51,5.0,3.0,651.0,Marble,5.84,19.56,Yes,No,No,Airways,No,Working Class,No,07/19/16,07/18/16,APO AA 64763,274.67
fffe3300320037003900,Ernest Przedwiecki,0.92,24.0,12.0,797724.0,Stone,1052.44,39.74,Yes,No,Yes,Waterways,No,Working Class,No,10/31/16,10/27/16,"Emilybury, TX 96570",5303.74
fffe3600320032003800,Samuel Queen,0.57,,15.0,2044.0,Aluminium,5.38,22.7,Yes,No,No,,No,Working Class,No,08/26/19,08/24/19,"South Josephfort, AK 38388",460.32
fffe3400380034003600,Casey Horn,,18.0,8.0,4126.0,Bronze,16.96,19.22,Yes,No,No,Waterways,No,Working Class,Yes,01/25/15,01/26/15,"South Michaelton, NM 09774",240.56
fffe3500360031003900,Marcellus Enright,,19.0,7.0,2320.0,Bronze,3.51,12.34,No,No,Yes,Roadways,No,Working Class,,10/07/17,10/07/17,FPO AE 72491,153.31
fffe3800370030003000,Mary Sorensen,0.51,3.0,3.0,51.0,Bronze,3.33,17.01,No,No,Yes,Waterways,No,Working Class,No,01/04/15,01/04/15,"Port Randallchester, VA 54881",170.03
fffe3700310039003300,Kristy Rubalcava,0.66,45.0,29.0,31841.0,Clay,280.78,69.39,Yes,No,Yes,Waterways,Yes,Working Class,No,01/18/18,01/16/18,"Chandlerbury, LA 51970",3268.82
fffe3700330030003400,Brian Cornelius,0.37,14.0,6.0,29866.0,Marble,61.76,85.66,Yes,No,Yes,Waterways,No,Working Class,Yes,02/16/16,02/18/16,"Jeffreyburgh, OR 14278",976.78
fffe3900300031003100,Jean Longoria,0.98,36.0,27.0,195972.0,Brass,439.6,48.1,Yes,No,Yes,Waterways,No,Working Class,No,07/08/17,07/09/17,"Smithport, LA 46456",11028.14
fffe3800350037003500,Daniel Risley,0.32,19.0,7.0,51131.0,Marble,71.51,79.88,No,No,No,Roadways,No,Wealthy,Yes,05/22/17,05/21/17,"South Anthonyfort, SD 37406",1097.06
fffe3700360034003900,Frederick Robinson,0.28,6.0,4.0,78.0,Aluminium,4.08,22.41,Yes,No,Yes,Roadways,No,Wealthy,No,09/27/16,09/24/16,"Port Taylor, KY 84413",238.65
fffe3500340039003400,Johnny Mccarty,0.38,17.0,8.0,72057.0,Marble,113.79,35.9,No,No,No,Roadways,No,Working Class,No,01/05/16,01/08/16,"South Annaton, MD 32978",547.98
fffe3600370034003000,Joseph Perkins,0.16,16.0,6.0,600.0,Clay,4.25,11.72,Yes,No,No,Waterways,Yes,Working Class,No,04/11/17,04/07/17,"Spencermouth, IA 56079",140.82
fffe3500320036003300,Nathan Romero,0.98,12.0,8.0,,Aluminium,5.54,19.35,No,No,No,,No,Wealthy,No,04/13/15,04/11/15,"Boothview, MS 81510",666.75
fffe3300340038003400,Jonathan Willett,0.14,4.0,3.0,17.0,Aluminium,6.04,13.85,No,No,Yes,Roadways,No,Working Class,,07/02/19,07/02/19,"Port Kimberly, MS 73692",120.84
fffe3600360036003600,Mike Violette,0.38,56.0,17.0,50809.0,Bronze,47.18,67.44,No,No,Yes,Waterways,No,Working Class,No,12/25/17,12/25/17,FPO AA 76709,-1030.25
fffe3200350034003500,Sara Carter,0.43,,13.0,4210076.0,,9154.07,67.7,No,No,Yes,,No,Working Class,No,03/06/18,03/04/18,"North Jenna, NE 77946",159458.35
fffe3300330034003200,Jacklyn Ancona,0.05,17.0,9.0,76.0,Wood,6.24,15.29,Yes,No,No,Waterways,No,Working Class,,03/23/17,03/26/17,"Griffinborough, SD 83732",104.44
fffe3100320032003700,Myra Hancock,0.12,22.0,9.0,230104.0,Marble,742.21,27.66,No,Yes,No,Airways,No,Wealthy,Yes,01/18/18,01/20/18,"New Anita, DE 44543",2728.81
fffe3500300030003200,Peter Kelley,,,6.0,117.0,Wood,6.09,24.87,No,Yes,No,,No,Working Class,No,07/20/17,07/21/17,"Williamsbury, CA 84715",163.03
fffe3300380034003100,Steve Blevins,0.54,12.0,8.0,5858.0,Brass,16.93,85.49,No,No,No,Roadways,No,Working Class,Yes,03/08/17,03/09/17,"Port Ginastad, WY 03379",825.5
fffe3200300031003500,Deana Ford,0.18,10.0,4.0,783.0,Brass,5.8,22.68,No,Yes,Yes,Roadways,No,Wealthy,,10/31/15,10/31/15,"West David, MD 48844",234.65
fffe3500380037003800,Donald Tso,0.86,10.0,5.0,1585.0,Brass,5.33,11.64,Yes,Yes,No,Airways,No,Wealthy,,09/19/16,09/23/16,"Perryfurt, PA 85917",440.09
fffe3800360036003900,Rudolf Castillo,0.19,27.0,12.0,24624.0,Brass,34.67,60.18,No,Yes,Yes,Airways,No,Working Class,No,01/16/18,01/16/18,"Torrestown, NH 61580",681.49
fffe3500380038003900,Raven Tyson,0.31,4.0,,60.0,Clay,3.66,13.46,No,No,Yes,Roadways,Yes,Working Class,No,06/15/15,06/12/15,"Obrienmouth, NV 94530",143.48
fffe3500360031003200,Lana Nozum,0.73,18.0,6.0,1041.0,Bronze,6.34,17.46,No,No,No,,No,Working Class,No,05/24/19,05/24/19,"New Laura, ME 79854",421.34
fffe350036003800,Sheila Eiland,0.19,,10.0,,Marble,861.08,45.64,No,No,No,Roadways,No,Working Class,Yes,11/02/17,11/06/17,"Phillipsmouth, DC 37703",2907.0
fffe3100390031003000,Alice Butcher,0.8,12.0,6.0,57899.0,Stone,324.71,78.05,No,No,No,,No,Wealthy,No,01/14/16,01/18/16,"Port Eric, MD 73201",2818.6
fffe3300350031003200,Jeffrey Osborn,0.54,28.0,,1597503.0,Marble,4942.86,87.06,No,Yes,Yes,Airways,No,Working Class,,08/07/17,08/11/17,"Rebeccashire, PA 98406",33466.96
fffe3900330032003600,Bradley Paddock,0.87,55.0,11.0,884.0,Wood,4.72,21.98,No,No,No,Roadways,No,Working Class,No,06/03/15,06/03/15,DPO AA 11614,1022.26
fffe3900350036003500,Francis Zohn,0.61,8.0,4.0,905.0,Brass,8.18,18.07,No,Yes,No,Airways,No,Working Class,No,01/24/17,01/23/17,FPO AA 26769,462.62
fffe3200360036003500,Allen Sanchez,0.22,35.0,15.0,527.0,Wood,3.3,23.7,No,Yes,Yes,,No,Wealthy,Yes,03/29/19,03/25/19,"Arroyoshire, TN 70707",282.68
fffe3300330030003300,Kenneth Sutton,,22.0,6.0,969.0,Clay,8.88,11.9,No,Yes,No,Airways,Yes,Working Class,No,10/16/18,10/18/18,"Hoffmanside, HI 28219",665.73
fffe3800360038003800,Evie Lisbey,0.31,37.0,13.0,1556047.0,Marble,3824.25,62.68,Yes,Yes,No,Airways,Yes,Working Class,No,07/29/17,07/29/17,"Riverston, CA 31467",17324.31
fffe3700370033003000,Leonor Gaines,0.32,29.0,14.0,19595.0,Bronze,41.85,41.92,No,No,Yes,Roadways,No,Working Class,Yes,11/25/15,11/28/15,"South Teresaton, AZ 16054",560.83
fffe31003100,Lynn Vaughn,0.6,41.0,9.0,995706.0,Marble,1401.65,60.5,No,No,No,Roadways,Yes,Working Class,No,08/23/15,08/23/15,"South Adrianaland, WV 53503",5080.6
fffe3100370039003400,Sterling Gonzalez,0.58,3.0,2.0,36.0,Brass,4.39,11.99,No,Yes,No,,No,Working Class,,07/11/17,07/10/17,"Cynthiaberg, NY 38258",-161.67
fffe3300350030003100,Harry Harrison,0.38,16.0,8.0,3792.0,Brass,20.42,18.25,No,Yes,No,Roadways,No,Wealthy,,09/13/16,09/10/16,"Moonland, MI 77753",339.36
fffe3200350035003200,Andrew Eubanks,0.58,25.0,9.0,9843.0,Bronze,44.31,92.31,No,No,Yes,,No,Working Class,No,04/19/15,04/19/15,"Port Timothyburgh, UT 22919",1427.82
fffe3300310036003200,Tammy Schultz,0.67,8.0,4.0,3882.0,Marble,7.58,11.51,No,No,No,,No,Working Class,No,02/01/19,02/02/19,"East Josephchester, WV 43193",357.69
fffe3900320031003700,Denise Evans,0.56,28.0,10.0,17479.0,Brass,64.67,37.59,Yes,No,No,Waterways,No,Working Class,Yes,05/28/18,06/01/18,"Richardsontown, GA 16592",1099.94
fffe3800320039003300,Charles Turner,0.08,15.0,7.0,6398.0,Brass,3.52,29.15,Yes,No,No,Waterways,No,Working Class,No,07/24/15,07/28/15,"North Nicole, PA 08318",182.68
fffe3400310035003400,Kimiko Navarro,0.36,9.0,,,Bronze,5.74,18.18,No,Yes,Yes,Airways,No,Working Class,No,12/09/15,12/09/15,"Watkinsstad, AR 75907",-206.32
fffe3100380031003100,Valerie Roy,0.68,26.0,12.0,780.0,Wood,5.1,15.34,No,No,No,Waterways,No,Working Class,No,03/02/16,03/06/16,"South Elijah, VA 55825",307.56
fffe360037003500,Darius Underwood,0.71,11.0,8.0,4373.0,Brass,24.57,10.0,No,Yes,No,Airways,No,Wealthy,Yes,12/23/18,12/23/18,"North Mary, MI 49599",460.58
fffe3200370037003500,Marybeth Ober,0.53,24.0,12.0,1194.0,Aluminium,6.9,24.08,Yes,No,No,Waterways,No,Wealthy,,07/10/16,07/06/16,"Kennedyfort, VA 37163",-451.44
fffe3100380037003200,Rosario Nicklas,0.65,,23.0,,Stone,98670.21,56.57,No,No,Yes,Roadways,No,Working Class,No,11/20/15,11/23/15,"Michaelside, CT 21533",4976100.89
fffe3300370039003300,Lolita Gonsalves,,12.0,8.0,1509.0,Bronze,6.92,22.45,No,Yes,Yes,,No,Working Class,Yes,10/31/16,10/28/16,"Reidhaven, CO 13604",578.01
fffe3800330037003100,Rose Hicks,0.19,20.0,8.0,574.0,Aluminium,4.07,21.04,No,No,Yes,Roadways,No,Working Class,No,11/30/16,11/27/16,"Donaldchester, MO 72051",188.51
fffe3100300038003000,William Franco,0.72,5.0,5.0,2850.0,,10.28,16.4,No,Yes,Yes,Roadways,No,Working Class,Yes,01/13/19,01/13/19,"New Whitneyburgh, MT 28148",331.07
fffe3500330038003200,David Henderson,0.12,9.0,5.0,11009.0,,9.79,27.62,No,No,No,Roadways,No,Working Class,Yes,08/14/18,08/18/18,"South Brian, GA 28040",252.69
fffe3100380036003300,Lori Singer,0.69,19.0,9.0,340045.0,Stone,532.21,35.14,Yes,Yes,No,,No,Wealthy,Yes,07/10/16,07/12/16,"East Jameston, SC 03844",15528.5
fffe3500370038003600,Thomas Schneider,0.53,,7.0,2242.0,,7.31,11.29,No,No,Yes,,No,Working Class,No,07/14/15,07/12/15,"East Jacobside, OK 96267",313.67
fffe3300350034003400,Mark Herbert,0.66,4.0,4.0,51.0,Aluminium,4.19,11.64,No,No,No,Roadways,No,Working Class,Yes,02/05/17,02/05/17,"Jacksonport, HI 01884",-159.46
fffe3600340037003200,Charlotte Orr,0.17,,7.0,992.0,Aluminium,6.11,20.7,No,Yes,No,,No,Working Class,,01/24/18,01/21/18,"Hicksburgh, DE 75157",183.32
fffe3400310032003200,Billy Bush,,14.0,7.0,197.0,Wood,6.61,24.0,No,No,Yes,Waterways,No,Working Class,No,08/12/18,08/15/18,"Sextonborough, TN 80038",148.24
fffe3400340035003700,Ruben Gosselin,0.38,16.0,8.0,,Stone,879.77,79.34,No,No,No,Roadways,No,Working Class,No,12/23/15,12/23/15,"Ruizchester, NV 52828",6790.95
fffe3400390032003300,Toni Rodgers,0.7,30.0,15.0,,Brass,436.37,85.94,No,No,Yes,Roadways,No,Working Class,Yes,09/27/15,09/23/15,"Joshuaview, AZ 19338",6462.59
fffe3600310036003500,Tammy Crockett,0.5,36.0,,,Aluminium,5.07,17.44,No,Yes,Yes,,No,Working Class,No,08/10/15,08/10/15,"East Pamela, SD 59167",347.08
fffe3200330038003200,Nancy Tsuda,0.46,9.0,5.0,9248.0,Marble,30.41,88.86,No,No,No,Roadways,No,Wealthy,No,02/28/18,03/02/18,"New Amber, AL 35934",763.35
fffe3400300035003800,Loretta Chung,0.58,34.0,8.0,463.0,,3.78,13.34,Yes,No,No,,No,Working Class,Yes,08/04/16,07/31/16,"Anthonymouth, NY 68517",-297.34
fffe3300350030003500,Dawn Banks,0.96,6.0,,333.0,Brass,3.6,21.94,No,No,Yes,,No,Working Class,,10/22/18,10/21/18,"North Michellestad, VA 09103",367.23
fffe3800330034003300,Charles Palos,0.68,52.0,45.0,117927869.0,Stone,382385.67,38.89,No,No,Yes,Airways,No,Working Class,No,03/15/17,03/16/17,"Morrisshire, HI 99807",2416054.67
fffe3900370036003600,Edna Castle,0.31,3.0,3.0,303.0,Stone,6.46,13.44,Yes,No,No,Airways,No,Working Class,Yes,07/16/15,07/14/15,"Lake Timothyberg, PA 85003",247.91
fffe3700330032003600,Cynthia Walden,0.6,11.0,6.0,132.0,Aluminium,6.55,18.45,No,No,Yes,Roadways,No,Wealthy,No,11/02/18,10/31/18,DPO AE 01189,344.7
fffe3600360036003100,Doris Stuble,0.17,9.0,4.0,2403.0,Marble,7.81,19.93,No,No,No,Roadways,No,Working Class,Yes,12/31/18,12/31/18,"Leonardside, WY 50966",218.59
fffe3400360038003300,Debra Harrell,,32.0,11.0,5535.0,Clay,42.91,57.16,No,No,No,,Yes,Working Class,No,05/19/16,05/20/16,"Burchtown, UT 44556",1915.02
fffe390033003000,Wanda Wagner,0.19,37.0,10.0,15356.0,,23.14,91.32,Yes,Yes,Yes,,No,Wealthy,No,04/11/18,04/11/18,FPO AA 36766,815.56
fffe3100370032003500,Angeline Eilers,0.0,39.0,7.0,166214.0,Marble,239.52,50.53,No,No,No,,Yes,Working Class,No,01/28/19,01/28/19,"Lindabury, GA 27988",652.42
fffe3400390030003700,Zachary Woods,,18.0,6.0,188.0,Wood,5.19,21.53,No,Yes,Yes,Airways,No,Wealthy,No,04/30/18,04/27/18,"Courtneyburgh, TX 74143",255.78
fffe3200390037003400,Michael Brooks,0.06,17.0,9.0,12939.0,Brass,15.06,71.1,Yes,No,No,Waterways,No,Working Class,No,07/09/15,07/12/15,"Lake Nicholasberg, FL 30946",330.46
fffe3700340030003500,Jess Santorelli,0.83,25.0,6.0,476.0,Aluminium,4.64,10.67,No,No,No,Roadways,No,Working Class,No,05/22/18,05/20/18,FPO AA 50783,325.86
fffe3500360036003000,Kevin Bond,0.9,9.0,4.0,137.0,Clay,4.2,15.73,No,No,Yes,Roadways,Yes,Working Class,Yes,09/30/18,09/30/18,APO AE 10868,-346.45
fffe3700340038003100,Janelle Garcia,0.43,5.0,4.0,639.0,Stone,4.58,16.38,No,No,No,Waterways,No,Wealthy,No,03/03/17,03/05/17,"Debrahaven, NC 90992",230.53
fffe3700380035003800,David Adams,0.44,15.0,7.0,838.0,Clay,3.12,11.96,Yes,No,No,Waterways,Yes,Working Class,No,08/14/18,08/15/18,"Adamport, TX 93889",163.83
fffe3700360032003800,Terry Sewell,0.07,28.0,6.0,1810.0,Clay,3.42,16.18,No,Yes,Yes,Airways,Yes,Wealthy,No,10/23/15,10/21/15,"Lake Elizabeth, DE 14389",211.42
